Image_ID,class,confidence,ymin,xmin,ymax,xmax,Path
id_pwiv4czvne.jpg,Trophozoite,1.0,391,3002,513,3087,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_pwiv4czvne.jpg
id_8y0uii4k60.jpg,Trophozoite,1.0,1950,2315,2077,2410,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_8y0uii4k60.jpg
id_ylrsd2a6k4.jpg,Trophozoite,1.0,25,923,59,957,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ylrsd2a6k4.jpg
id_n0dqkovtp3.jpg,Trophozoite,1.0,229,637,263,673,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_n0dqkovtp3.jpg
id_5bbz3srksa.jpg,Trophozoite,1.0,673,1455,713,1495,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_5bbz3srksa.jpg
id_e3tep47339.jpg,Trophozoite,1.0,679,794,711,822,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_e3tep47339.jpg
id_ytq3slqkjm.jpg,Trophozoite,1.0,108,768,148,800,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ytq3slqkjm.jpg
id_nzkpf8tr8o.jpg,WBC,1.0,479,1091,549,1169,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_nzkpf8tr8o.jpg
id_a1ladv8a2p.jpg,Trophozoite,1.0,454,656,488,694,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_a1ladv8a2p.jpg
id_7chz2q4dsm.jpg,Trophozoite,1.0,537,755,565,797,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7chz2q4dsm.jpg
id_fvpi1edl84.jpg,Trophozoite,1.0,1708,2390,1820,2482,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_fvpi1edl84.jpg
id_9cikz22vmm.jpg,WBC,1.0,1237,1173,1433,1374,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_9cikz22vmm.jpg
id_6bs4zqzvfr.jpg,Trophozoite,1.0,369,1082,401,1116,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_6bs4zqzvfr.jpg
id_331urb6uko.jpg,Trophozoite,1.0,645,219,685,261,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_331urb6uko.jpg
id_7fd9tfijwa.jpg,Trophozoite,1.0,602,1088,636,1122,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7fd9tfijwa.jpg
id_e20xnaq5qn.jpg,Trophozoite,1.0,849,1358,904,1409,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_e20xnaq5qn.jpg
id_db7urn6j1g.jpg,Trophozoite,1.0,751,980,787,1022,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_db7urn6j1g.jpg
id_vmj225uyxh.jpg,Trophozoite,1.0,556,1127,588,1157,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_vmj225uyxh.jpg
id_lpc9b0h4yl.jpg,Trophozoite,1.0,1744,2990,1815,3061,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_lpc9b0h4yl.jpg
id_5gudsszz0t.jpg,Trophozoite,1.0,451,182,475,207,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_5gudsszz0t.jpg
id_tmtzoe9bns.jpg,Trophozoite,1.0,297,1343,333,1375,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_tmtzoe9bns.jpg
id_7fc9zyfy0e.jpg,Trophozoite,1.0,907,3149,1005,3242,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7fc9zyfy0e.jpg
id_tgqn7f4tx0.jpg,Trophozoite,1.0,2219,534,2304,650,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_tgqn7f4tx0.jpg
id_fa626uztwq.jpg,Trophozoite,1.0,914,1175,946,1211,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_fa626uztwq.jpg
id_ytq3slqkjm.jpg,Trophozoite,1.0,976,834,1014,872,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ytq3slqkjm.jpg
id_pnave1opt9.jpg,Trophozoite,1.0,1006,1016,1039,1055,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_pnave1opt9.jpg
id_napzy4l85v.jpg,Trophozoite,1.0,106,1595,136,1629,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_napzy4l85v.jpg
id_ytq3slqkjm.jpg,Trophozoite,1.0,450,1424,492,1462,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ytq3slqkjm.jpg
id_0v91pruf44.jpg,Trophozoite,1.0,1941,634,2072,798,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_0v91pruf44.jpg
id_8ztw2t9cet.jpg,WBC,1.0,165,1039,248,1109,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_8ztw2t9cet.jpg
id_r1h52tth8l.jpg,Trophozoite,1.0,403,1754,441,1790,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_r1h52tth8l.jpg
id_xculy3gzpk.jpg,Trophozoite,1.0,569,1424,626,1471,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_xculy3gzpk.jpg
id_glyh3dol96.jpg,Trophozoite,1.0,284,436,306,467,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_glyh3dol96.jpg
id_6g52lmvz2y.jpg,WBC,1.0,518,193,579,244,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_6g52lmvz2y.jpg
id_a6cl90trri.jpg,WBC,1.0,742,899,797,950,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_a6cl90trri.jpg
id_sillt0ixj9.jpg,Trophozoite,1.0,2427,1558,2536,1684,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_sillt0ixj9.jpg
id_z0i61ad0tq.jpg,Trophozoite,1.0,970,463,1000,491,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_z0i61ad0tq.jpg
id_58ee05nnpt.jpg,Trophozoite,1.0,479,1010,509,1038,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_58ee05nnpt.jpg
id_vvcixbrht6.jpg,WBC,1.0,448,426,510,500,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_vvcixbrht6.jpg
id_vtppfsimst.jpg,WBC,1.0,1379,5,1559,153,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_vtppfsimst.jpg
id_j0s3jncce7.jpg,WBC,1.0,629,565,803,755,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_j0s3jncce7.jpg
id_y5sidvg3w2.jpg,WBC,1.0,255,339,317,403,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_y5sidvg3w2.jpg
id_xa4qfbdy8x.jpg,Trophozoite,1.0,333,1438,464,1569,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_xa4qfbdy8x.jpg
id_8x0h7f3orn.jpg,Trophozoite,1.0,1363,1846,1470,1958,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_8x0h7f3orn.jpg
id_yfgqifa1av.jpg,WBC,1.0,1860,417,2040,544,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_yfgqifa1av.jpg
id_0e1cx570oo.jpg,Trophozoite,1.0,1458,809,1574,931,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_0e1cx570oo.jpg
id_q4pmxshnf8.jpg,Trophozoite,1.0,2489,3128,2616,3218,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_q4pmxshnf8.jpg
id_4xe7v3uzb0.jpg,Trophozoite,1.0,239,1121,280,1150,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_4xe7v3uzb0.jpg
id_az75itcgjz.jpg,Trophozoite,1.0,123,702,165,757,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_az75itcgjz.jpg
id_y4hd9yvh59.jpg,WBC,1.0,359,1201,418,1263,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_y4hd9yvh59.jpg
id_iwm2km59xp.jpg,Trophozoite,1.0,180,1008,208,1042,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_iwm2km59xp.jpg
id_2pye2ftpl6.jpg,NEG,1.0,0,0,0,0,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_2pye2ftpl6.jpg
id_iidcwndfgq.jpg,WBC,1.0,656,963,724,1018,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_iidcwndfgq.jpg
id_pwiv4czvne.jpg,WBC,1.0,2854,3007,2997,3203,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_pwiv4czvne.jpg
id_cv5yf1d2ap.jpg,Trophozoite,1.0,113,1059,149,1095,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_cv5yf1d2ap.jpg
id_rqr7ifphi8.jpg,Trophozoite,1.0,1662,634,1766,738,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_rqr7ifphi8.jpg
id_b8vydytsyy.jpg,Trophozoite,1.0,950,1430,1084,1545,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_b8vydytsyy.jpg
id_io6mu601ef.jpg,Trophozoite,1.0,867,1004,962,1083,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_io6mu601ef.jpg
id_e4124p2abl.jpg,WBC,1.0,119,1438,198,1531,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_e4124p2abl.jpg
id_2v40bfhybf.jpg,Trophozoite,1.0,658,365,688,405,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_2v40bfhybf.jpg
id_4rut0xcvto.jpg,NEG,1.0,0,0,0,0,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_4rut0xcvto.jpg
id_okva4xz4nj.jpg,Trophozoite,1.0,182,1549,218,1585,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_okva4xz4nj.jpg
id_xcv8hacv2o.jpg,WBC,1.0,327,1186,389,1248,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_xcv8hacv2o.jpg
id_6t3jc3jcbq.jpg,Trophozoite,1.0,1871,1569,1987,1691,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_6t3jc3jcbq.jpg
id_wr1bsozdoh.jpg,Trophozoite,1.0,1639,1646,1718,1744,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_wr1bsozdoh.jpg
id_ef0jw5a0zi.jpg,Trophozoite,1.0,1670,1052,1765,1195,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ef0jw5a0zi.jpg
id_69tmhfv0lu.jpg,WBC,1.0,201,982,263,1039,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_69tmhfv0lu.jpg
id_zr4uyveglu.jpg,Trophozoite,1.0,851,1765,957,1855,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_zr4uyveglu.jpg
id_7c46h00wjj.jpg,NEG,1.0,0,0,0,0,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7c46h00wjj.jpg
id_rdy8ijad2a.jpg,WBC,1.0,943,592,1055,662,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_rdy8ijad2a.jpg
id_ixxqgodncy.jpg,Trophozoite,1.0,92,1560,118,1590,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ixxqgodncy.jpg
id_qcgac2hzwm.jpg,WBC,1.0,393,1744,455,1791,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_qcgac2hzwm.jpg
id_55a6sf8hbe.jpg,WBC,1.0,742,1417,808,1483,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_55a6sf8hbe.jpg
id_6qr9x3f384.jpg,Trophozoite,1.0,639,473,673,505,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_6qr9x3f384.jpg
id_wbxjec4uq4.jpg,Trophozoite,1.0,129,1035,168,1062,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_wbxjec4uq4.jpg
id_ulanlfsxbd.jpg,Trophozoite,1.0,530,371,570,415,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ulanlfsxbd.jpg
id_a1jdwsbpyl.jpg,Trophozoite,1.0,1749,804,1884,888,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_a1jdwsbpyl.jpg
id_dg0icorzno.jpg,Trophozoite,1.0,783,560,821,594,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_dg0icorzno.jpg
id_ffc6hl3147.jpg,Trophozoite,1.0,83,361,119,393,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ffc6hl3147.jpg
id_2gp13u7qvy.jpg,Trophozoite,1.0,1754,2167,1860,2267,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_2gp13u7qvy.jpg
id_re74wr6nyy.jpg,Trophozoite,1.0,96,1328,126,1358,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_re74wr6nyy.jpg
id_ulanlfsxbd.jpg,WBC,1.0,78,1494,163,1581,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ulanlfsxbd.jpg
id_bu04j7jxbr.jpg,Trophozoite,1.0,426,397,473,437,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_bu04j7jxbr.jpg
id_g9j9rxm05s.jpg,Trophozoite,1.0,956,861,992,886,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_g9j9rxm05s.jpg
id_19lavqwwve.jpg,Trophozoite,1.0,85,579,119,617,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_19lavqwwve.jpg
id_r90wmxlo7g.jpg,Trophozoite,1.0,2167,3609,2257,3699,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_r90wmxlo7g.jpg
id_k31xcsf57u.jpg,Trophozoite,1.0,1847,2161,1942,2252,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_k31xcsf57u.jpg
id_3dvqhi5yc2.jpg,Trophozoite,1.0,2357,2574,2452,2680,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_3dvqhi5yc2.jpg
id_4p97xqczln.jpg,Trophozoite,1.0,575,1273,615,1311,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_4p97xqczln.jpg
id_6r4u8vcjay.jpg,WBC,1.0,547,271,608,333,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_6r4u8vcjay.jpg
id_zdg96srigj.jpg,Trophozoite,1.0,115,785,151,817,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_zdg96srigj.jpg
id_is6qvm3hoj.jpg,WBC,1.0,833,511,882,572,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_is6qvm3hoj.jpg
id_ezd6x40fd0.jpg,WBC,1.0,463,1137,531,1222,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ezd6x40fd0.jpg
id_5vugns5i4r.jpg,Trophozoite,1.0,358,698,384,724,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_5vugns5i4r.jpg
id_7v191des6a.jpg,Trophozoite,1.0,2094,2165,2231,2280,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7v191des6a.jpg
id_uin77hhkwi.jpg,Trophozoite,1.0,1771,875,1869,984,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_uin77hhkwi.jpg
id_7l5fy1nin2.jpg,Trophozoite,1.0,908,1451,942,1487,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7l5fy1nin2.jpg
id_kmh7ea7qta.jpg,WBC,1.0,594,825,660,872,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_kmh7ea7qta.jpg
id_9ynomawl38.jpg,WBC,1.0,121,1317,227,1393,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_9ynomawl38.jpg
id_138trbgjle.jpg,Trophozoite,1.0,1311,1749,1422,1834,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_138trbgjle.jpg
id_glyh3dol96.jpg,Trophozoite,1.0,157,517,190,547,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_glyh3dol96.jpg
id_cm79arin5l.jpg,WBC,1.0,1326,1823,1500,1982,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_cm79arin5l.jpg
id_e5rea6wgy6.jpg,Trophozoite,1.0,134,263,174,297,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_e5rea6wgy6.jpg
id_vqxavxbgqv.jpg,Trophozoite,1.0,883,881,921,925,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_vqxavxbgqv.jpg
id_1kx1qtnqf6.jpg,WBC,1.0,2034,2663,2251,2859,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_1kx1qtnqf6.jpg
id_k061rd9uty.jpg,Trophozoite,1.0,229,1012,263,1040,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_k061rd9uty.jpg
id_tdb81ada4s.jpg,WBC,1.0,2013,1723,2256,1961,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_tdb81ada4s.jpg
id_fmofpxvw0i.jpg,Trophozoite,1.0,274,1587,306,1613,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_fmofpxvw0i.jpg
id_641yuyjn1f.jpg,Trophozoite,1.0,864,467,900,503,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_641yuyjn1f.jpg
id_ns0ww9t3ju.jpg,WBC,1.0,533,857,607,927,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_ns0ww9t3ju.jpg
id_sv9q2kedlr.jpg,Trophozoite,1.0,834,1010,866,1038,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_sv9q2kedlr.jpg
id_o6g0y0lypq.jpg,NEG,1.0,0,0,0,0,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_o6g0y0lypq.jpg
id_fvt1r4srx5.jpg,Trophozoite,1.0,244,1354,286,1390,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_fvt1r4srx5.jpg
id_b9i2zz9yug.jpg,WBC,1.0,208,1292,263,1339,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_b9i2zz9yug.jpg
id_wq2owxeg15.jpg,Trophozoite,1.0,605,1275,637,1309,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_wq2owxeg15.jpg
id_mty3c1iqq1.jpg,Trophozoite,1.0,5,1645,76,1749,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_mty3c1iqq1.jpg
id_c85ykg3uy2.jpg,WBC,1.0,30,866,108,944,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_c85ykg3uy2.jpg
id_7zzh2ff8h1.jpg,Trophozoite,1.0,280,859,316,891,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_7zzh2ff8h1.jpg
id_et3df5wqcz.jpg,Trophozoite,1.0,645,588,714,668,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_et3df5wqcz.jpg
id_99dqny1a0l.jpg,WBC,1.0,685,1731,740,1826,C:\Users\Owner\.cache\kagglehub\datasets\rajsahu2004\lacuna-malaria-detection-dataset\versions\1/images/id_99dqny1a0l.jpg
